model_family,run_dir,mode,reference_mode,split,split_manifest,split_manifest_hash,protocol_hash,recon_quant_mode,oracle_classes,oracle_dilate_px,adaptive_bg_levels_override,adaptive_roi_levels_override,frames,bpp_entropy_mean,bpp_eq_mean,true_bpp,ap3d_car_easy,ap3d_car_mod,ap3d_car_hard,ap3d_ped_mod,ap3d_cyc_mod,map3d_mod_mean,map_drop_vs_original,fallback_count,fairness_tag
No-Quant Autoencoder (ResNet),/home/018219422/lidar_pointcloud_compression/data/results/experiments/260305_resnet_noquant_hires_t1nq_impl_a_impl_base_260305_222216_nq,identity,identity,val,/fs/atipa/home/018219422/lidar_pointcloud_compression/data/dataset/kitti3dobject/ImageSets/val.txt,dcfcfcfd9330ed8cc6fcd9276e56001d5f7fcf2b,26062941b80a,native,"Car,Pedestrian,Cyclist",0,-1,-1,3769,nan,nan,nan,81.34729450299675,69.42375618247205,66.30440266759892,43.67084258680771,50.925698762167094,54.673432510482286,0.0,0,reference_identity
No-Quant Autoencoder (ResNet),/home/018219422/lidar_pointcloud_compression/data/results/experiments/260305_resnet_noquant_hires_t1nq_impl_a_impl_base_260305_222216_nq,reconstructed,identity,val,/fs/atipa/home/018219422/lidar_pointcloud_compression/data/dataset/kitti3dobject/ImageSets/val.txt,dcfcfcfd9330ed8cc6fcd9276e56001d5f7fcf2b,26062941b80a,native,"Car,Pedestrian,Cyclist",0,-1,-1,3769,0.0,0.0,0.0,2.291631236831337,1.367254005997673,1.2390632730874236,0.9179049343921099,0.14941523087664715,0.8115247237554767,53.86190778672681,0,unmatched
