model_family,run_dir,mode,reference_mode,split,split_manifest,split_manifest_hash,protocol_hash,recon_quant_mode,oracle_classes,oracle_dilate_px,adaptive_bg_levels_override,adaptive_roi_levels_override,frames,bpp_entropy_mean,bpp_eq_mean,true_bpp,ap3d_car_easy,ap3d_car_mod,ap3d_car_hard,ap3d_ped_mod,ap3d_cyc_mod,map3d_mod_mean,map_drop_vs_original,fallback_count,fairness_tag
Track3 B0 Precomputed RENO posQ64,t3_b0_pp64_260402,original,original,val,/fs/atipa/home/018219422/track3_reno/outputs/t3_b0_pretrained_val256_p64_260402/val256_ids.txt,19d4dcc3c0a2f3a7f90a6be0e83c4747f1b70e68,6469f006b14e4b9d708169934cefe7216d514a77,precomputed_track3,,0,-1,-1,256,nan,nan,nan,84.80829774326996,73.12488074196641,69.02775164024708,48.540207222827114,29.148196495220525,50.271094820004684,0.0,0,reference_original
Track3 B0 Precomputed RENO posQ64,t3_b0_pp64_260402,reconstructed,original,val,/fs/atipa/home/018219422/track3_reno/outputs/t3_b0_pretrained_val256_p64_260402/val256_ids.txt,19d4dcc3c0a2f3a7f90a6be0e83c4747f1b70e68,6469f006b14e4b9d708169934cefe7216d514a77,precomputed_track3,,0,-1,-1,256,nan,nan,3.3648332410542126,77.75036573241712,70.5157267152406,66.25816649750199,6.514275202158702,30.720119515884427,35.91670714442791,14.354387675576774,0,matched_same_split_precomputed_track3
