model_family,run_dir,mode,reference_mode,split,split_manifest,split_manifest_hash,protocol_hash,recon_quant_mode,oracle_classes,oracle_dilate_px,adaptive_bg_levels_override,adaptive_roi_levels_override,frames,bpp_entropy_mean,bpp_eq_mean,true_bpp,ap3d_car_easy,ap3d_car_mod,ap3d_car_hard,ap3d_ped_mod,ap3d_cyc_mod,map3d_mod_mean,map_drop_vs_original,fallback_count,fairness_tag
Track3 B1 Precomputed RENO posQ16,t3_b1_pp16_260403,original,original,val,/fs/atipa/home/018219422/track3_reno/outputs/t3_b1_resume_val256_p16_260403/val256_ids.txt,19d4dcc3c0a2f3a7f90a6be0e83c4747f1b70e68,671fea6aee350328b68052438c2cf8b0c4684c04,precomputed_track3,,0,-1,-1,256,nan,nan,nan,84.79312500750899,73.14239788780712,69.02381762500507,48.56751999515108,29.14945295201238,50.28645694499019,0.0,0,reference_original
Track3 B1 Precomputed RENO posQ16,t3_b1_pp16_260403,reconstructed,original,val,/fs/atipa/home/018219422/track3_reno/outputs/t3_b1_resume_val256_p16_260403/val256_ids.txt,19d4dcc3c0a2f3a7f90a6be0e83c4747f1b70e68,671fea6aee350328b68052438c2cf8b0c4684c04,precomputed_track3,,0,-1,-1,256,nan,nan,8.632336204446286,78.0395321271557,72.25639431634386,67.84018471957084,8.975135904111378,28.112062056718074,36.44786409239111,13.838592852599085,0,matched_same_split_precomputed_track3
