model_family,run_dir,mode,reference_mode,split,split_manifest,split_manifest_hash,protocol_hash,recon_quant_mode,oracle_classes,oracle_dilate_px,adaptive_bg_levels_override,adaptive_roi_levels_override,frames,bpp_entropy_mean,bpp_eq_mean,true_bpp,ap3d_car_easy,ap3d_car_mod,ap3d_car_hard,ap3d_ped_mod,ap3d_cyc_mod,map3d_mod_mean,map_drop_vs_original,fallback_count,fairness_tag
No-Quant Autoencoder (ResNet),/home/018219422/lidar_pointcloud_compression/data/results/experiments/260309_resnet_noquant_hires_t1nq_pillar_a_pillar_a_260309_201414_nq,identity,identity,val,/fs/atipa/home/018219422/lidar_pointcloud_compression/data/dataset/kitti3dobject/ImageSets/val.txt,dcfcfcfd9330ed8cc6fcd9276e56001d5f7fcf2b,28e4a44527b1,native,"Car,Pedestrian,Cyclist",0,-1,-1,3769,nan,nan,nan,81.8389818617366,69.81865760655882,66.44775223494958,44.20352790521028,50.290360875555315,54.7708487957748,0.0,0,reference_identity
No-Quant Autoencoder (ResNet),/home/018219422/lidar_pointcloud_compression/data/results/experiments/260309_resnet_noquant_hires_t1nq_pillar_a_pillar_a_260309_201414_nq,reconstructed,identity,val,/fs/atipa/home/018219422/lidar_pointcloud_compression/data/dataset/kitti3dobject/ImageSets/val.txt,dcfcfcfd9330ed8cc6fcd9276e56001d5f7fcf2b,28e4a44527b1,native,"Car,Pedestrian,Cyclist",0,-1,-1,3769,0.0,0.0,0.0,0.04032258064516129,0.031145717463848716,0.03607904085257549,0.01871657754010695,0.005676657584014533,0.018512984195990068,54.75233581157881,0,unmatched
