model_family,run_dir,mode,reference_mode,split,split_manifest,split_manifest_hash,protocol_hash,recon_quant_mode,oracle_classes,oracle_dilate_px,adaptive_bg_levels_override,adaptive_roi_levels_override,frames,bpp_entropy_mean,bpp_eq_mean,true_bpp,ap3d_car_easy,ap3d_car_mod,ap3d_car_hard,ap3d_ped_mod,ap3d_cyc_mod,map3d_mod_mean,map_drop_vs_original,fallback_count,fairness_tag
No-Quant Autoencoder (ResNet),/home/018219422/lidar_pointcloud_compression/data/results/experiments/260305_resnet_noquant_hires_t1nq_geo_rf_geo_rf_260305_215136_nq,identity,identity,val,/fs/atipa/home/018219422/lidar_pointcloud_compression/data/dataset/kitti3dobject/ImageSets/val.txt,dcfcfcfd9330ed8cc6fcd9276e56001d5f7fcf2b,bc9790feab39,native,"Car,Pedestrian,Cyclist",0,-1,-1,3769,nan,nan,nan,81.29458271621169,69.54658944123204,66.30733125212235,43.2138269697259,48.746764159734276,53.8357268568974,0.0,0,reference_identity
No-Quant Autoencoder (ResNet),/home/018219422/lidar_pointcloud_compression/data/results/experiments/260305_resnet_noquant_hires_t1nq_geo_rf_geo_rf_260305_215136_nq,reconstructed,identity,val,/fs/atipa/home/018219422/lidar_pointcloud_compression/data/dataset/kitti3dobject/ImageSets/val.txt,dcfcfcfd9330ed8cc6fcd9276e56001d5f7fcf2b,bc9790feab39,native,"Car,Pedestrian,Cyclist",0,-1,-1,3769,0.0,0.0,0.0,0.006510416666666667,0.0051453563159248785,0.006428387760349704,0.056606672641175436,0.0032731081434930615,0.021675045700197793,53.8140518111972,0,unmatched
